32007643	basic reproduction number;betacoronavirus;china;coronavirus infections;covid-19;epidemics;humans;pandemics;pneumonia, viral;sars-cov-2;severe acute respiratory syndrome-related coronavirus
32050635	betacoronavirus;china;coronavirus;coronavirus infections;covid-19;disease outbreaks;female;humans;infant, newborn;pneumonia, viral;pregnancy;pregnancy complications, infectious;sars-cov-2
32068012	betacoronavirus;china;coronavirus infections;covid-19;disease outbreaks;humans;pandemics;pneumonia, viral;sars-cov-2
32088847	betacoronavirus;clinical laboratory techniques;coronavirus infections;cough;covid-19;covid-19 testing;female;fever;humans;male;middle aged;pandemics;pneumonia, viral;sars-cov-2
32096566	bayes theorem;betacoronavirus;coronavirus infections;covid-19;genome, viral;humans;models, statistical;pandemics;phylogeny;pneumonia, viral;rna, viral;sars-cov-2
32100024	betacoronavirus;coronavirus infections;covid-19;humans;pandemics;pneumonia, viral;sars-cov-2
32132521	adult;anxiety;betacoronavirus;china;coronavirus infections;covid-19;cross-sectional studies;female;humans;male;pneumonia, viral;sars-cov-2;sleep;social support;stress, psychological;surveys and questionnaires
32145217	betacoronavirus;coronavirus infections;covid-19;feces;humans;pandemics;pneumonia, viral;public health;sars-cov-2
32179701	bayes theorem;betacoronavirus;china;coronavirus infections;covid-19;humans;models, theoretical;pandemics;pneumonia, viral;prevalence;sars-cov-2;travel
32200654	adolescent;adult;aged;betacoronavirus;child;child, preschool;coronavirus infections;covid-19;female;humans;male;middle aged;pandemics;pneumonia, viral;sars-cov-2;time factors;viral load;young adult
32222253	betacoronavirus;coronavirus infections;covid-19;italy;pandemics;pneumonia, viral;sars-cov-2
32234343	basic reproduction number;betacoronavirus;coronavirus infections;covid-19;disease outbreaks;france;humans;italy;pandemics;pneumonia, viral;sars-cov-2;spain
32239515	coronavirus infections;covid-19;feces;humans;pandemics;sars-cov-2
32240633	betacoronavirus;coronavirus;coronavirus infections;covid-19;humans;pandemics;pneumonia, viral;sars-cov-2;severe acute respiratory syndrome-related coronavirus
32245835	betacoronavirus;clinical laboratory techniques;coronavirus infections;covid-19;covid-19 testing;covid-19 vaccines;humans;pandemics;pneumonia, viral;polymerase chain reaction;sars-cov-2
32246972	betacoronavirus;coronavirus infections;covid-19;humans;pandemics;pneumonia, viral;sars-cov-2
32252855	aerosols;betacoronavirus;china;coronavirus infections;covid-19;feces;humans;pandemics;pneumonia, viral;sars-cov-2
32253318	antibodies, neutralizing;antibodies, viral;betacoronavirus;clinical laboratory techniques;coronavirus infections;covid-19;covid-19 serotherapy;covid-19 testing;female;humans;immunization, passive;male;middle aged;pandemics;pneumonia, viral;rna, viral;sars-cov-2;viral load
32266753	betacoronavirus;coronavirus;coronavirus infections;covid-19;female;humans;pandemics;pneumonia, viral;pregnancy;sars-cov-2;severe acute respiratory syndrome-related coronavirus
32268212	aged, 80 and over;betacoronavirus;biomarkers;coronavirus infections;covid-19;covid-19 serotherapy;covid-19 vaccines;humans;immunization, passive;pandemics;pneumonia, viral;sars-cov-2
32275855	angiotensin-converting enzyme 2;betacoronavirus;humans;peptidyl-dipeptidase a;phylogeny;protein domains;sars-cov-2;severe acute respiratory syndrome-related coronavirus;spike glycoprotein, coronavirus;virus internalization
32278619	betacoronavirus;coronavirus infections;covid-19;female;humans;infant, newborn;pandemics;pneumonia, viral;pregnancy;pregnancy complications, infectious;sars-cov-2
32282344	adult;betacoronavirus;coronavirus infections;covid-19;female;health personnel;humans;male;mental health;middle aged;pandemics;pneumonia, viral;sars-cov-2;young adult
32285949	adult;covid-19;hiv infections;humans;male;pandemics;pneumonia, viral;sars-cov-2;young adult
32291501	betacoronavirus;child;china;coronavirus infections;covid-19;disease progression;humans;pandemics;pneumonia, viral;sars-cov-2;tomography, x-ray computed
32294078	adolescent;adult;anxiety;betacoronavirus;coronavirus infections;covid-19;disease outbreaks;female;humans;male;middle aged;pandemics;pneumonia, viral;sars-cov-2;sleep;stress, psychological;young adult
32294667	basic reproduction number;betacoronavirus;brazil;contact tracing;coronavirus infections;covid-19;humans;models, statistical;pandemics;pneumonia, viral;quarantine;sars-cov-2
32298273	angiotensin-converting enzyme 2;animals;coronavirus infections;covid-19;humans;mice;pandemics;peptidyl-dipeptidase a;pneumonia, viral;severe acute respiratory syndrome-related coronavirus
32301809	betacoronavirus;coronavirus infections;covid-19;humans;infection control;infectious disease transmission, patient-to-professional;pandemics;pneumonia, viral;sars-cov-2
32304928	adult;betacoronavirus;coronavirus;coronavirus infections;covid-19;female;humans;mental health;middle aged;pandemics;pneumonia, viral;sars-cov-2;social isolation;stress, psychological
32311499	betacoronavirus;clinical laboratory techniques;coronavirus infections;covid-19;covid-19 testing;female;humans;incidence;middle aged;pandemics;pneumonia, viral;prognosis;sars-cov-2;tomography, x-ray computed
32311790	adult;age factors;aged;aged, 80 and over;betacoronavirus;china;comorbidity;coronavirus;coronavirus infections;covid-19;female;hospital mortality;humans;male;middle aged;pandemics;pneumonia, viral;prognosis;retrospective studies;risk assessment;roc curve;sars-cov-2;sensitivity and specificity
32315756	betacoronavirus;coronavirus infections;covid-19;humans;pandemics;pneumonia, viral;sars-cov-2
32319129	adolescent;betacoronavirus;child;child, preschool;coronavirus infections;covid-19;humans;infant;pandemics;pneumonia, viral;practice guidelines as topic;sars-cov-2
32321654	betacoronavirus;coronavirus;coronavirus infections;covid-19;humans;pandemics;pneumonia, viral;sars-cov-2
32322046	aged;aged, 80 and over;betacoronavirus;china;coronavirus infections;covid-19;cross-sectional studies;female;humans;inpatients;male;middle aged;pandemics;pneumonia, viral;prevalence;risk factors;sars-cov-2
32327321	aged;betacoronavirus;coronavirus infections;covid-19;humans;pandemics;pneumonia, viral;sars-cov-2;telemedicine
32330531	adult;aged;betacoronavirus;coronavirus infections;covid-19;female;hospitalization;humans;male;middle aged;pandemics;pneumonia, viral;referral and consultation;risk assessment;sars-cov-2;telemedicine;triage
32333026	betacoronavirus;coronavirus infections;covid-19;humans;pandemics;pneumonia, viral;sars-cov-2
